23,-6
-35,-6
-29,-6
-29,-6
-2,-6
54,-6
75,-6
22,-6
10,-6
-18,-6
-21,-6
-18,-6
-26,-4
4,-4
3,-4
53,-4
18,-4
51,-4
-4,-4
-13,-4
-7,-4
-7,-4
-6,-4
0,-4
-22,-4
15,-4
17,-4
-21,-4
-53,-4
-26,-9
-27,-9
-12,-9
5,-9
17,-9
-60,-9
27,-9
-1,-9
25,-9
-56,-9
20,-9
15,-9
48,-9
-6,-9
0,-9
1,-9
0,-13
-49,-13
2,-13
20,-13
-36,-13
27,-13
-11,-13
4,-13
-3,-13
-12,-13
18,-13
24,-13
28,-13
0,-13
15,-13
11,-13
4,-13
-2,-12
-30,-12
-14,-12
-12,-12
10,-12
-10,-12
-20,-12
-13,-12
0,-12
-31,-12
-15,-12
-7,-12
-31,-12
0,-11
19,-11
-28,-11
-18,-11
-17,-7
18,-7
-6,-7
10,-7
34,-7
21,-7
-3,-7
15,-7
-8,-7
26,-7
32,-7
-18,-7
-63,-7
-29,-7
1,-7
-26,-7
-16,-11
-23,-11
-4,-11
4,-11
17,-11
-56,-11
-20,-11
23,-11
0,-11
39,-11
-24,-11
5,-11
-16,-11
4,-11
22,-11
-23,-11
14,-11
-27,-5
23,-5
35,-5
55,-5
24,-5
-15,-5
-3,-5
42,-5
-22,-5
-31,-5
-32,-5
10,-5
-10,-5
-31,-5
-3,-5
-7,-5
-24,-11
-2,-11
-23,-11
13,-11
36,-11
30,-11
-7,-11
3,-11
-26,-11
19,-11
5,-11
8,-11
-54,-11
-50,-11
7,-11
0,-11
7,-11
-14,-3
24,-3
6,-3
-13,-3
-31,-3
-25,-3
16,-3
14,-3
11,-3
20,-3
-15,-3
8,-3
49,-3
1,-3
0,-3
0,-3
0,-3
-3,-8
-38,-8
-29,-8
6,-8
39,-8
7,-8
-8,-8
-38,-8
-5,-8
34,-8
13,-8
-15,-8
23,-8
-25,-8
-16,-8
39,-8
-43,-2
26,-2
1,-2
-24,-2
-10,-2
-25,-2
44,-2
31,-2
19,-2
0,-2
25,-2
-29,-2
-2,-2
8,-2
-16,-2
2,-2
-45,-2
-26,0
-21,0
2,0
18,0
57,0
47,0
7,0
-30,0
-8,0
-23,0
-12,0
0,0
9,0
-3,0
-54,0
11,0
19,-3
-46,-3
-35,-3
22,-3
30,-3
1,-3
71,-3
-8,-3
6,-3
22,-3
-15,-3
-27,-3
6,-3
65,-3
-33,-3
14,-3
-13,-3
-31,-5
28,-5
-2,-5
-30,-5
-1,-5
33,-5
0,-5
-11,-5
-22,-5
30,-5
46,-5
19,-5
41,-4
-4,-4
4,-4
-1,-4
-22,-4
-12,-7
54,-7
2,-7
-16,-7
-11,-7
-2,-7
23,-7
50,-7
53,-7
17,-7
-12,-7
-21,-7
8,-7
-18,-7
0,-7
38,-7
79,-6
-9,-6
13,-6
5,-6
-6,-6
2,-6
-38,-6
-9,-6
-35,-6
26,-6
-12,-6
17,-6
10,-6
39,-6
-15,-6
7,-6
-6,-6
10,-6
2,-6
4,-6
10,-6
-45,-6
8,-6
-13,-6
-40,-6
-31,-6
-32,-6
-9,-6
-7,-6
-14,-6
8,-6
7,-6
9,-6
8,-6
5,-6
-14,-6
4,-6
65,-6
21,-6
16,-6
-28,-6
-13,-6
-17,-6
-48,-6
11,-6
20,-6
-22,-6
-5,-6
-4,-6
10,-6
28,-5
-44,-5
33,-5
1,-5
-18,-5
-7,-5
1,-5
-4,-5
-18,-5
-11,-5
-7,-5
-16,-5
88,-5
-1,-5
16,-5
4,-5
-13,-5
-3,-2
18,-2
9,-2
20,-2
-16,-2
7,-2
10,-2
0,-2
-4,-2
-17,-2
-20,-2
8,-2
-28,-2
6,-2
29,-2
25,-2
-2,-7
15,-7
15,-7
-9,-7
-40,-7
22,-7
6,-7
8,-7
45,-7
27,-7
5,-7
32,-7
32,-7
-11,-7
-6,-7
-35,-7
-36,-7
0,-4
40,-4
38,-4
-17,-4
-3,-4
-23,-4
-4,-4
1,-4
-46,-4
17,-4
24,-4
13,-4
17,-4
8,-4
18,-4
-6,-4
21,1
-40,1
-22,1
34,1
24,1
3,1
2,1
-28,1
-48,1
30,1
12,1
11,1
44,1
-7,1
20,1
31,1
15,1
-27,0
-14,0
21,0
31,0
47,0
-3,0
14,0
-7,0
-50,0
-20,0
-15,0
2,0
-50,0
-10,0
37,0
20,0
12,0
30,-6
-2,-6
-66,-6
27,-6
-31,-6
-3,-6
6,-6
33,-6
42,-6
28,-6
13,-6
7,-6
-53,-6
-75,-6
-8,-6
-11,-6
31,0
32,0
-8,0
14,0
-13,0
10,0
14,0
43,0
9,0
63,0
6,0
-10,0
1,0
-9,0
-8,0
16,0
-8,0
21,-6
-42,-6
-32,-6
-21,-6
-25,-6
-2,-6
-35,-6
6,-6
-10,-6
-26,-6
-9,-6
-8,-6
-7,-6
20,-6
4,-6
10,-6
-53,-4
-30,-4
19,-4
0,-4
-16,-4
13,-4
-72,-4
-3,-4
-23,-4
-1,-3
6,-3
28,-3
58,-3
65,-3
22,-3
-22,-3
10,-3
6,0
-27,0
10,0
40,0
40,0
60,0
-86,0
-7,0
-28,0
-8,0
28,0
-1,0
-49,0
-11,0
-24,0
-1,0
60,0
16,0
47,0
15,0
-3,0
3,0
-11,0
-27,0
46,0
12,0
-6,0
38,0
-11,0
-57,0
0,0
-31,0
9,0
4,-3
-34,-3
-40,-3
-29,-3
-14,-3
-9,-3
36,-3
2,-3
24,-3
19,-3
4,-3
13,-3
-12,-3
-3,-3
-14,-3
-3,-3
6,-3
5,-8
37,-8
13,-8
-15,-8
-9,-8
-17,-8
-17,-8
-22,-8
24,-8
-4,-8
28,-8
-3,-8
-38,-8
-10,-8
27,-8
-3,-8
-31,-4
2,-4
3,-4
-24,-4
0,-4
-26,-4
2,-4
-27,-4
15,-4
-9,-4
15,-4
23,-4
-1,-4
-1,-4
12,-4
3,-4
28,-4
40,1
14,1
9,1
9,1
-15,1
4,1
-6,1
-26,1
2,1
-8,1
24,1
7,1
-44,1
-25,1
3,1
-1,1
23,1
-11,4
-24,4
-13,4
-26,4
-8,4
-8,4
20,4
32,4
14,4
0,4
-2,4
17,4
-42,4
-58,4
34,4
1,4
30,-1
5,-1
-6,-1
-36,-1
-22,-1
26,-1
-32,-1
4,-1
-10,-1
18,-1
-6,-1
-4,-1
-15,-1
24,-1
-25,-1
31,-1
10,-1
-22,0
-2,0
-18,0
-20,0
9,0
-6,0
15,0
0,0
-15,0
-31,0
31,0
-6,0
-11,0
-4,0
-44,0
-8,0
16,0
16,0
10,0
23,0
-21,0
-28,0
7,0
2,0
-13,0
18,0
0,0
25,0
13,0
30,0
19,0
-12,0
-23,0
12,0
6,0
4,0
-7,0
-30,0
-23,0
-31,0
-30,0
31,0
26,0
6,0
12,0
-23,0
20,0
-9,0
3,0
-21,0
-5,2
8,2
-3,2
2,2
-1,2
17,2
20,2
-2,2
0,2
-2,2
0,2
-10,2
-12,2
14,2
-1,2
-7,2
-16,2
-21,2
-33,2
7,2
33,2
12,2
-6,2
1,2
7,2
24,2
-15,2
-7,2
-9,2
-26,2
-61,2
-35,2
-1,2
34,8
21,8
18,8
13,8
-33,8
-6,8
-22,8
11,8
2,8
20,8
-10,8
41,8
-8,8
-28,8
-25,8
33,8
40,4
6,4
-10,4
-35,4
-42,4
-26,4
19,4
-19,4
-3,4
33,4
66,4
-13,4
-43,4
-3,4
24,4
52,4
13,4
-20,4
-3,4
37,4
-44,4
-4,4
-11,4
-6,4
5,4
-7,4
-17,4
-26,4
-17,4
-32,4
0,4
22,4
28,4
37,4
24,4
